title,domain,subdomain,mentor,duration,price,url
Modern Natural Language Processing,Language,Language Processing,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introductory Spanish for the Workplace,Language,Language Workplace,Coursera,1-4 Weeks,Free,https://www.coursera.org
Java as a Second Language,Language,Language Language,Coursera,1-4 Weeks,Free,https://www.coursera.org
Introduction to Large Language Models - Español,Language,Language Español,Coursera,1-4 Weeks,Free,https://www.coursera.org
Malware Analysis and Introduction to Assembly Language,Language,Language Language,Coursera,1-4 Weeks,Free,https://www.coursera.org
Generative AI Language Modeling with Transformers,Language,Language Transformers,Coursera,1-4 Weeks,Free,https://www.coursera.org
Gen AI Foundational Models for NLP & Language Understanding,Language,Language Understanding,Coursera,1-4 Weeks,Free,https://www.coursera.org
Beginning Llamafile for Local Large Language Models (LLMs),Language,Language (LLMs),Coursera,1-4 Weeks,Free,https://www.coursera.org
Decoding Large Language Models,Language,Language Models,Coursera,1-3 Months,Free,https://www.coursera.org
z/Architecture Assembler Language Part 1: The Basics,Language,Language Basics,Coursera,1-3 Months,Free,https://www.coursera.org
Body Language for Effective Professional Communication,Language,Language Communication,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Large Language Models - בעברית,Language,Language בעברית,Coursera,1-3 Months,Free,https://www.coursera.org
Natural Language Processing in TensorFlow,Language,Language TensorFlow,Coursera,1-4 Weeks,Free,https://www.coursera.org
z/Architecture Assembler Language Pt 2: Machine Instructions,Language,Language Instructions,Coursera,1-3 Months,Free,https://www.coursera.org
NVIDIA: Large Language Models and Generative AI Deployment,Language,Language Deployment,Coursera,1-3 Months,Free,https://www.coursera.org
Teach English Now! Theories of Second Language Acquisition,Language,Language Acquisition,Coursera,1-3 Months,Free,https://www.coursera.org
The Java Language,Language,Language Language,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Large Language Models - Français,Language,Language Français,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Large Language Models - Português Brasileiro,Language,Language Brasileiro,Coursera,1-4 Weeks,Free,https://www.coursera.org
Natural Language Processing with Classification and Vector Spaces,Language,Language Spaces,Coursera,1-3 Months,Free,https://www.coursera.org
Large Language Models with Hugging Face,Language,Language Face,Coursera,1-4 Weeks,Free,https://www.coursera.org
Understanding Large Language Models in Business,Language,Language Business,Coursera,1-4 Weeks,Free,https://www.coursera.org
Apply Natural Language Processing Techniques in Python,Language,Language Python,Coursera,1-3 Months,Free,https://www.coursera.org
Foundations of Local Large Language models,Language,Language models,Coursera,1-4 Weeks,Free,https://www.coursera.org
The Juliet Language for Motion Programming,Language,Language Programming,Coursera,1-3 Months,Free,https://www.coursera.org
Evaluating Large Language Model Outputs: A Practical Guide,Language,Language Guide,Coursera,1-3 Months,Free,https://www.coursera.org
Organizational Concepts and Language,Language,Language Language,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Large Language Models - Deutsch,Language,Language Deutsch,Coursera,1-3 Months,Free,https://www.coursera.org
Working with large language models using Azure,Language,Language Azure,Coursera,1-3 Months,Free,https://www.coursera.org
The Structured Query Language (SQL),Language,Language (SQL),Coursera,1-4 Weeks,Free,https://www.coursera.org
H2O ai Large Language Models (LLMs) - Level 1,Language,Language 1,Coursera,1-4 Weeks,Free,https://www.coursera.org
Rust for Large Language Model Operations (LLMOps),Language,Language (LLMOps),Coursera,1-3 Months,Free,https://www.coursera.org
Deep Learning for Natural Language Processing,Language,Language Processing,Coursera,1-3 Months,Free,https://www.coursera.org
Natural Language Processing with Probabilistic Models,Language,Language Models,Coursera,1-3 Months,Free,https://www.coursera.org
Fine-Tuning & Optimizing Large Language Models,Language,Language Models,Coursera,1-3 Months,Free,https://www.coursera.org
Natural Language Processing in Microsoft Azure,Language,Language Azure,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Java as a Second Language,Language,Language Language,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Large Language Models - 日本語版,Language,Language 日本語版,Coursera,1-3 Months,Free,https://www.coursera.org
Structured Query Language (SQL) using SAS,Language,Language SAS,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Large Language Models - 繁體中文,Language,Language 繁體中文,Coursera,1-4 Weeks,Free,https://www.coursera.org
Splunk Query Language and Data Analysis,Language,Language Analysis,Coursera,1-3 Months,Free,https://www.coursera.org
Genomics: Decoding the Universal Language of Life,Language,Language Life,Coursera,1-3 Months,Free,https://www.coursera.org
Doing Clinical Research: Biostatistics with the Wolfram Language,Language,Language Language,Coursera,1-4 Weeks,Free,https://www.coursera.org
Large Language Models with Semantic Search,Language,Language Search,Coursera,1-3 Months,Free,https://www.coursera.org
Building Production-Ready Apps with Large Language Models,Language,Language Models,Coursera,1-4 Weeks,Free,https://www.coursera.org
JSON and Natural Language Processing in PostgreSQL,Language,Language PostgreSQL,Coursera,1-3 Months,Free,https://www.coursera.org
Natural Language Processing - Transformers with Hugging Face,Language,Language Face,Coursera,1-3 Months,Free,https://www.coursera.org
Introduction to Large Language Models - 简体中文,Language,Language 简体中文,Coursera,1-4 Weeks,Free,https://www.coursera.org
Fine-tuning Language Models for Business Tasks,Language,Language Tasks,Coursera,1-3 Months,Free,https://www.coursera.org
Clinical Natural Language Processing,Language,Language Processing,Coursera,1-4 Weeks,Free,https://www.coursera.org
Natural Language Processing with Attention Models,Language,Language Models,Coursera,1-4 Weeks,Free,https://www.coursera.org
Natural Language Processing with Sequence Models,Language,Language Models,Coursera,1-4 Weeks,Free,https://www.coursera.org
Natural Language Processing and Capstone Assignment,Language,Language Assignment,Coursera,1-3 Months,Free,https://www.coursera.org
Natural Language Processing - Probability Models in Python,Language,Language Python,Coursera,1-4 Weeks,Free,https://www.coursera.org
Cloud Natural Language API: Qwik Start,Language,Language Start,Coursera,1-4 Weeks,Free,https://www.coursera.org
Natural Language Processing - Deep Learning Models in Python,Language,Language Python,Coursera,1-4 Weeks,Free,https://www.coursera.org
Using the Natural Language API from Google Docs,Language,Language Docs,Coursera,1-3 Months,Free,https://www.coursera.org
Intro to Natural Language Processing in Microsoft Azure,Language,Language Azure,Coursera,1-4 Weeks,Free,https://www.coursera.org
H2O ai Large Language Models (LLMs) - Level 3,Language,Language 3,Coursera,1-3 Months,Free,https://www.coursera.org
H2O ai Large Language Models (LLMs) - Level 2,Language,Language 2,Coursera,1-3 Months,Free,https://www.coursera.org
C Programming Bootcamp - The Complete C Language Course,Language,Language Course,Coursera,1-3 Months,Free,https://www.coursera.org
Applied Natural Language Processing in Engineering Part 1,Language,Language 1,Coursera,1-3 Months,Free,https://www.coursera.org
Applied Natural Language Processing in Engineering Part 2,Language,Language 2,Coursera,1-4 Weeks,Free,https://www.coursera.org
