course_title,domain,sub_domain,level,duration,paid_free,price,url
Learning Experience Design: Theories and Frameworks,Social Sciences,Education,Beginner,1,Paid,3171.33,https://www.coursera.org/learn/learning-experience-design-theories-and-frameworks
How to Build a Diffusion Model - An Introduction,Data Science,Machine Learning,Intermediate,1,Paid,3742.47,https://www.coursera.org/learn/build-diffusion-model-introduction
Python for Serverless Applications and Automation on AWS,Information Technology,Cloud Computing,Beginner,1,Paid,2855.7,https://www.coursera.org/learn/aws-python-serverless
Build Project Timelines with Confidence,Business,Leadership and Management,Beginner,1,Paid,3829.31,https://www.coursera.org/learn/build-project-timelines-with-confidence
Achieving Longevity through Movement,Health,Basic Science,Intermediate,1,Paid,4684.35,https://www.coursera.org/learn/achieving-longevity-through-movement
Dark Data Basics - Understanding the Unknown,Data Science,Data Analysis,Beginner,1,Paid,3463.58,https://www.coursera.org/learn/dark-data-basics-understanding-the-unknown
EKP1: Modernity and the Emergence of Korean Philosophy,Arts and Humanities,Philosophy,Intermediate,1,Paid,4379.58,https://www.coursera.org/learn/exploration-to-korean-philosophy-1
Ongoing U.S. Settler Colonialism & Native Peoples Teach-Out,Social Sciences,Governance and Society,Beginner,1,Paid,3815.95,https://www.coursera.org/learn/ongoing-us-settler-colonialism-native-peoples-teach-out
Active Listening: Enhancing Communication Skills,Business,Business Essentials,Beginner,1,Paid,3851.86,https://www.coursera.org/learn/active-listening-enhancing-communication-skills
Demand Analytics,Business,Business Essentials,Beginner,1,Paid,2951.72,https://www.coursera.org/learn/demand-analytics
AWS: Machine Learning & MLOps Foundations,Computer Science,Algorithms,Intermediate,1,Paid,4667.65,https://www.coursera.org/learn/aws-machine-learning--mlops-foundations
Product  and Service Development: Empathy  Mapping with Miro,Business,Business Strategy,Beginner,1,Paid,2865.72,https://www.coursera.org/learn/product-empathy
Microsoft PL-300 Exam Preparation and Practice,Data Science,Data Analysis,Beginner,1,Free,0,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Computer Science,Algorithms,Beginner,1,Paid,2998.48,https://www.coursera.org/learn/build-a-computer
Microsoft Excel: Data Analysis with Power Pivot,Business,Business Essentials,Beginner,1,Free,0,https://www.coursera.org/learn/microsoft-excel-data-analysis-power-pivot-lo091150
Web Dev: Environment Setup and Basic Page Creation,Computer Science,Mobile and Web Development,Beginner,1,Paid,3235.62,https://www.coursera.org/learn/web-dev-environment-setup-basic-page-creation-lo094023
How to be a People Leader,Social Sciences,Education,Beginner,1,Paid,3854.36,https://www.coursera.org/learn/people-leader
Understanding the Healthcare Innovation Process I,Business,Entrepreneurship,Intermediate,1,Free,0,https://www.coursera.org/learn/healthcare-innovation-process
GenAI for Data Engineers: Scaling with GenAI,Data Science,Machine Learning,Beginner,1,Paid,3870.22,https://www.coursera.org/learn/genai-for-data-engineers-scaling-with-genai
Unreal Engine: Apply & Demonstrate Skeletal Animation,Computer Science,Design and Product,Beginner,1,Free,0,https://www.coursera.org/learn/unreal-engine-apply-demonstrate-skeletal-animation
"Java Control Flow, IDE, and Object-Oriented Programming",Computer Science,Software Development,Beginner,1,Paid,3821.8,https://www.coursera.org/learn/packt-java-control-flow-ide-and-object-oriented-programming-tbejc
Becoming a Sports Agent,Social Sciences,Law,Beginner,1,Paid,3132.92,https://www.coursera.org/learn/sports-agent
Planning and Managing Information Systems Development Part 2,Information Technology,Support and Operations,Beginner,1,Paid,3678.18,https://www.coursera.org/learn/planning-and-managing-information-systems-development-part-2
Affinity Photo: Beyond the Basics – Pro Compositing,Arts and Humanities,Music and Art,Intermediate,1,Free,0,https://www.coursera.org/learn/affinity-photo-beyond-the-basics--pro-compositing
Preparing  Data for Analysis with Microsoft Excel,Data Science,Data Analysis,Beginner,1,Free,0,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel
Value Creation with Dark Data,Data Science,Data Analysis,Beginner,1,Paid,3833.48,https://www.coursera.org/learn/value-creation-with-dark-data
Introduction to Data Engineering,Information Technology,Data Management,Beginner,1,Free,0,https://www.coursera.org/learn/introduction-to-data-engineering
Introduction to D3.js,Data Science,Data Analysis,Intermediate,1,Paid,4078.14,https://www.coursera.org/learn/introduction-to-d3-js
Create Effects for Tiktok: Effect House for Beginners,Computer Science,Design and Product,Intermediate,1,Paid,3874.4,https://www.coursera.org/learn/create-effects-for-tiktok-effect-house-for-beginners
"Comprendre la France, Advanced French Language & Culture",Language Learning,Other Languages,Advanced,1,Paid,7602.68,https://www.coursera.org/learn/comprendre-la-france-advanced-french-language-culture-c1-c2
What is Technology Entrepreneurship and Innovation?,Business,Entrepreneurship,Beginner,1,Paid,3713.24,https://www.coursera.org/learn/what-is-technology-entrepreneurship-and-innovation
Python Programming Essentials Training,Computer Science,Mobile and Web Development,Beginner,1,Paid,2808.94,https://www.coursera.org/learn/python-programming-essentials-training
"Beyond the Financials: Insights, Analysis and Valuations",Business,Business Strategy,Intermediate,1,Free,0,https://www.coursera.org/learn/beyond-financials-insights-analysis-valuations
Generative AI for Developers: Unit 3,Data Science,Machine Learning,Intermediate,1,Free,0,https://www.coursera.org/learn/pearson-chatgpt-prompt-engineering-essentials-video-course-zypxw
Integrate Feedback Loop,Business,Business Strategy,Beginner,1,Paid,2916.66,https://www.coursera.org/learn/integrate-feedback-loop
Analyzing and Securing AI System Performance,Computer Science,Software Development,Intermediate,1,Paid,4698.54,https://www.coursera.org/learn/analyzing-and-securing-ai-system-performance
A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650),Arts and Humanities,History,Beginner,1,Paid,3101.19,https://www.coursera.org/learn/western-christianity-200-1650
Python Data Visualization,Computer Science,Software Development,Beginner,1,Paid,2921.66,https://www.coursera.org/learn/python-visualization
Batteries and Electric Vehicles,Physical Science and Engineering,Electrical Engineering,Beginner,1,Paid,3057.77,https://www.coursera.org/learn/batteries-and-electric-vehicles
Functional Programming Principles in Scala,Computer Science,Software Development,Intermediate,1,Paid,3938.7,https://www.coursera.org/learn/scala-functional-programming
Ethics of Generative AI,Data Science,Data Analysis,Beginner,1,Paid,3313.28,https://www.coursera.org/learn/ethics-of-generative-ai
Data Structures and Algorithms: Merge Sort,Computer Science,Software Development,Advanced,1,Paid,7904.11,https://www.coursera.org/learn/learn-algorithms-merge-sort-in-javascript
Curiosity: A Necessary Ingredient for Successful Innovation,Business,Entrepreneurship,Beginner,1,Paid,3146.28,https://www.coursera.org/learn/curiosity-a-necessary-ingredient-for-successful-innovation
"SQL Performance, Testing, and Data Integrity",Computer Science,Software Development,Advanced,1,Paid,6158.12,https://www.coursera.org/learn/sql-performance-testing-and-data-integrity
Internet of Things: Communication Technologies,Computer Science,Computer Security and Networks,Beginner,1,Paid,3791.73,https://www.coursera.org/learn/internet-of-things-communication
Materials in Oral Health,Health,Basic Science,Beginner,1,Paid,3188.86,https://www.coursera.org/learn/materials-oral-health
Python Data Structures,Computer Science,Software Development,Beginner,1,Paid,2858.2,https://www.coursera.org/learn/python-data
Copywriting with ChatGPT: Produce Compelling Copy That Sells,Data Science,Machine Learning,Beginner,1,Paid,3047.75,https://www.coursera.org/learn/rudi-hinds-ai-copywriting-with-chatgpt-produce-compelling-copy-that-sell
Data-Driven and Ethical Sales Strategies,Business,Business Essentials,Beginner,1,Paid,3454.4,https://www.coursera.org/learn/data-driven-and-ethical-sales-strategies
Financial Statement Applications,Business,Business Essentials,Beginner,1,Paid,3021.03,https://www.coursera.org/learn/illinois-tech-financial-statement-application
Cloud: Infrastructure as a Service - Bachelor's,Information Technology,Cloud Computing,Beginner,1,Paid,3177.18,https://www.coursera.org/learn/illinois-tech-cloud-infrastructure-as-a-service-bit
"Mastering Microservices Design with CQRS, DDD, and Marten",Computer Science,Software Development,Intermediate,1,Paid,4239.3,https://www.coursera.org/learn/packt-mastering-microservices-design-with-cqrs-ddd-and-marten-knzig
Create IoT Solutions in Microsoft Azure,Information Technology,Cloud Computing,Intermediate,1,Paid,4649.28,https://www.coursera.org/learn/create-iot-solutions-in-microsoft-azure
User Experience: Research & Prototyping,Computer Science,Design and Product,Beginner,1,Paid,3428.51,https://www.coursera.org/learn/user-research
Operating Systems and Networking Fundamentals,Information Technology,Support and Operations,Intermediate,1,Paid,4341.16,https://www.coursera.org/learn/packt-operating-systems-and-networking-fundamentals-bokjh
Generative AI for Workflow Automation,Data Science,Machine Learning,Beginner,1,Paid,3354.2,https://www.coursera.org/learn/generative-ai-workflow-automation
GPU Clusters & Containers,Data Science,Machine Learning,Intermediate,1,Paid,4139.1,https://www.coursera.org/learn/gpu-clusters--containers
Hedge Fund Structures & Operations: Analyze & Evaluate,Business,Finance,Beginner,1,Paid,3378.41,https://www.coursera.org/learn/hedge-fund-structures-operations-analyze-evaluate
Analyze Advanced Data Projects Using SPSS,Data Science,Data Analysis,Beginner,1,Paid,3247.32,https://www.coursera.org/learn/analyze-advanced-data-projects-using-spss
Microsoft Azure Machine Learning for Data Scientists,Data Science,Machine Learning,Intermediate,1,Paid,4296.08,https://www.coursera.org/learn/microsoft-azure-machine-learning-for-data-scientist
Create a Storyboard in Canva,Business,Marketing,Intermediate,1,Paid,4152.46,https://www.coursera.org/learn/create-storyboard-in-canva
How to Create Realistic Reflections with Adobe Photoshop,Computer Science,Design and Product,Beginner,1,Free,0,https://www.coursera.org/learn/how-to-create-realistic-reflections-with-photoshop
How to setup a followers campaign on Twitter,Business,Marketing,Beginner,1,Paid,2878.24,https://www.coursera.org/learn/how-to-setup-a-followers-campaign
Getting Started with Azure DevOps Boards,Computer Science,Design and Product,Beginner,1,Free,0,https://www.coursera.org/learn/getting-started-azure-devops-boards
Track Key KPIs,Business,Marketing,Intermediate,1,Paid,4675.16,https://www.coursera.org/learn/track-key-kpis
Introduction to DevSecOps,Computer Science,Software Development,Beginner,1,Paid,3586.32,https://www.coursera.org/learn/devsecops
Topics of Medical Spanish III: Dentistry and Oral Health,Health,Patient Care,Intermediate,1,Paid,4151.62,https://www.coursera.org/learn/topics-of-medical-spanish-iii-dentistry-and-oral-health
What is Data Science?,Data Science,Data Analysis,Beginner,1,Paid,3121.23,https://www.coursera.org/learn/what-is-datascience
Creating Engaging Content for TikTok,Business,Marketing,Beginner,1,Paid,3768.36,https://www.coursera.org/learn/creating-engaging-content-for-tiktok
Introduction to Cloud Identity,Information Technology,Cloud Computing,Beginner,1,Paid,3389.27,https://www.coursera.org/learn/cloud-identity
"Storing, Retrieving, and Processing JSON data with Python",Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/storing-retrieving-and-processing-json-data-with-python
Build a Webpage with HTML and CSS,Computer Science,Mobile and Web Development,Beginner,1,Paid,3250.66,https://www.coursera.org/learn/build-a-webpage-with-html-and-css
Computer Vision in Microsoft Azure,Information Technology,Cloud Computing,Beginner,1,Paid,3498.65,https://www.coursera.org/learn/computer-vision-microsoft-azure
Analyze Rosters: Clinic Scheduling Issues,Health,Healthcare Management,Beginner,1,Paid,3885.26,https://www.coursera.org/learn/analyze-rosters-clinic-scheduling-issues
Genetic Epidemiology Foundations,Health,Health Informatics,Intermediate,1,Paid,3974.6,https://www.coursera.org/learn/genetic-epidemiology
Data Visualization and Transformation with R,Data Science,Data Analysis,Beginner,1,Paid,2797.25,https://www.coursera.org/learn/data-visualization-transformation-r
Hardening Default GKE Cluster Configurations,Information Technology,Security,Advanced,1,Paid,6658.29,https://www.coursera.org/learn/googlecloud-hardening-default-gke-cluster-configurations-akguq
