course_title,domain,sub_domain,level,duration,paid_free,price,url
Modern C++ Features & Concurrency,Computer Science,Software Development,Advanced,1,Paid,7885.74,https://www.coursera.org/learn/packt-modern-cplusplus-features-concurrency-djj1a
Nanotechnology: A Maker’s Course,Physical Science and Engineering,Electrical Engineering,Beginner,1,Free,0,https://www.coursera.org/learn/nanotechnology
Cybersecurity Identity and Access Solutions using Azure AD,Information Technology,Security,Beginner,1,Paid,3788.4,https://www.coursera.org/learn/cybersecurity-identity-and-access-solutions-with-azure-ad
Generative AI: Revolutionizing the Product Owner Role,Computer Science,Design and Product,Intermediate,1,Free,0,https://www.coursera.org/learn/gen-ai-revolutionizing-the-product-owner-role
Machine Learning for Engineers: Algorithms and Applications,Computer Science,Algorithms,Intermediate,1,Paid,4792.06,https://www.coursera.org/learn/machinelearning-for-engineers--algorithmsandapplications
"Master Accounting: Analyze, Manage & Optimize Finances",Business,Business Essentials,Beginner,1,Paid,3562.11,https://www.coursera.org/learn/master-accounting-analyze-manage-optimize-finances
Decoding Nutrition Labels,Health,Nutrition,Beginner,1,Free,0,https://www.coursera.org/learn/decoding-nutrition-labels
Modular Asset Creation in Blender & Maze Building with Code,Computer Science,Algorithms,Intermediate,1,Paid,3629.74,https://www.coursera.org/learn/packt-9781837020478-rjxbe-p2
"Build, Train and Deploy ML Models with Keras on Google Cloud",Data Science,Machine Learning,Intermediate,1,Paid,4311.94,https://www.coursera.org/learn/intro-tensorflow
Foundations of Financial Reporting,Business,Finance,Beginner,1,Paid,3766.68,https://www.coursera.org/learn/foundations-of-financial-reporting
Data Science Decisions in Time: Using Data Effectively,Data Science,Data Analysis,Intermediate,1,Paid,4772.02,https://www.coursera.org/learn/data-science-decisions-in-time-using-data-effectively
"Anatomy of the Chest, Neck, Abdomen, and Pelvis",Health,Basic Science,Intermediate,1,Paid,4676.84,https://www.coursera.org/learn/trunk-anatomy
Easy Instagram Reels in Canva: Strategy & Setup,Computer Science,Design and Product,Beginner,1,Paid,3732.45,https://www.coursera.org/learn/easy-instagram-reels-in-canva-strategy--setup
"Data Management: Dictionaries, Quality and Communication",Data Science,Data Analysis,Beginner,1,Paid,2902.46,https://www.coursera.org/learn/data-management-dictionaries-quality-and-communication
Analyze HR Attrition Using R Analytics,Data Science,Data Analysis,Beginner,1,Paid,3695.71,https://www.coursera.org/learn/analyze-hr-attrition-using-r-analytics
Computer Hardware and Software,Computer Science,Software Development,Beginner,1,Paid,3405.13,https://www.coursera.org/learn/computer-hardware-software
Create eLearning Courses with Articulate Storyline 360,Computer Science,Design and Product,Intermediate,1,Paid,3621.4,https://www.coursera.org/learn/packt-create-elearning-courses-with-articulate-storyline-360-a0aoa
Firm Level Economics: Markets and Allocations,Business,Finance,Intermediate,1,Paid,4534.05,https://www.coursera.org/learn/firm-level-economics-markets
Customer-Centric Innovation,Business,Business Strategy,Intermediate,1,Paid,4470.59,https://www.coursera.org/learn/customer-centric-business-innovation
Project Time and Effort,Business,Leadership and Management,Beginner,1,Paid,3118.72,https://www.coursera.org/learn/project-time-and-effort
Digital Systems: From Logic Gates to Processors,Physical Science and Engineering,Electrical Engineering,Intermediate,2,Paid,4510.67,https://www.coursera.org/learn/digital-systems
Strategies for Effective Engagement,Business,Leadership and Management,Beginner,1,Paid,3901.12,https://www.coursera.org/learn/effective-engagement
AI Video Creation: A Beginner's Guide to Realistic AI Videos,Computer Science,Design and Product,Beginner,1,Paid,3250.66,https://www.coursera.org/learn/ai-video-creation-a-beginners-guide-to-realistic-ai-videos
Cardiovascular Disorders: Medical-Surgical Nursing,Health,Patient Care,Intermediate,1,Paid,4728.61,https://www.coursera.org/learn/lecturio-cardiovascular-disorders-medical-surgical-nursing
Primary and Secondary Batteries,Physical Science and Engineering,Electrical Engineering,Beginner,1,Paid,3799.25,https://www.coursera.org/learn/primary-and-secondary-batteries
"Digital Trends: AI, Metaverse, Persuasive Tech & Blockchain",Social Sciences,Education,Beginner,1,Free,0,https://www.coursera.org/learn/digital-trends-ai-metaverse-persuasive-tech-blockchain
Cybersecurity and Mobility,Computer Science,Computer Security and Networks,Beginner,1,Paid,3419.32,https://www.coursera.org/learn/cybersecurity-mobility
AI Code Generation for Everyone,Computer Science,Software Development,Beginner,2,Paid,3176.34,https://www.coursera.org/learn/ai-code-generation-everyone
Sustainable Cities Case Studies,Physical Science and Engineering,Environmental Science and Sustainability,Beginner,1,Paid,3593.84,https://www.coursera.org/learn/sustainable-cities-case-studies
Certified Kubernetes Security Specialist (CKS): Unit 6,Information Technology,Security,Intermediate,1,Paid,3770.86,https://www.coursera.org/learn/pearson-certified-kubernetes-security-specialist-cks-video-course-6-4fwrj
Decoding AI: A Deep Dive into AI Models and Predictions,Data Science,Machine Learning,Beginner,1,Free,0,https://www.coursera.org/learn/decoding-ai-deep-dive-ai-models-predictions
Introduction to Healthcare Finance,Health,Healthcare Management,Intermediate,1,Free,0,https://www.coursera.org/learn/introduction-to-healthcare-finance
Foundations of Purchasing: Principles and Practices,Business,Business Strategy,Beginner,1,Paid,3729.94,https://www.coursera.org/learn/foundations-of-purchasing-principles-and-practices
Practice CATIA Generative Wireframe and Surface,Physical Science and Engineering,Mechanical Engineering,Beginner,1,Free,0,https://www.coursera.org/learn/practice-catia-generative-wireframe-and-surface
Microsoft on AWS - Porting Assistant for .NET,Information Technology,Cloud Computing,Beginner,1,Paid,3901.12,https://www.coursera.org/learn/aws-microsoft-on-aws-porting-assistant-for-net
Blender & Python Scripting – Step-by-Step Guide,Computer Science,Software Development,Beginner,1,Paid,3440.2,https://www.coursera.org/learn/packt-blender-and-python-scripting-a-step-by-step-guide-for-beginners-alcw3
Internationalization of Education: Global Issues & Trends,Social Sciences,Education,Beginner,2,Paid,3201.39,https://www.coursera.org/learn/international-education
"Easing the burden of obesity, diabetes and cardiovascular disease",Health,Public Health,Beginner,1,Paid,3238.96,https://www.coursera.org/learn/easing-the-burden-of-obesity-diabetes-cvd
Create Customizable Proposals in Qwilr,Business,Leadership and Management,Beginner,1,Paid,3851.86,https://www.coursera.org/learn/create-customizable-proposals-qwilr
Unpacking Unconscious Bias in the Workplace,Business,Leadership and Management,Beginner,1,Paid,2790.57,https://www.coursera.org/learn/unpacking-unconscious-bias-in-the-workplace
Adobe Photoshop for Beginners: Generative AI Images,Arts and Humanities,Music and Art,Beginner,1,Paid,3153.8,https://www.coursera.org/learn/generative-ai-images-with-adobe-photoshop--ai-image-editing
Robotic Process Automation (RPA) in Accounting and Auditing,Business,Business Essentials,Intermediate,1,Free,0,https://www.coursera.org/learn/robotic-process-automation-rpa
Perform exploratory data analysis on retail data with Python,Data Science,Data Analysis,Intermediate,1,Free,0,https://www.coursera.org/learn/perform-exploratory-data-analysis-on-retail-data-with-python
Integral Calculus and Numerical Analysis for Data Science,Math and Logic,Math and Logic,Intermediate,1,Free,0,https://www.coursera.org/learn/integral-calculus-and-numerical-analysis-for-data-science
TradeStation EasyLanguage for Algorithmic Trading,Business,Finance,Beginner,1,Paid,3044.41,https://www.coursera.org/learn/packt-tradestation-easylanguage-for-algorithmic-trading
Creative Writing: The Craft of Character,Arts and Humanities,Music and Art,Beginner,1,Paid,3514.52,https://www.coursera.org/learn/craft-of-character
Data Structures and Algorithms (II),Computer Science,Algorithms,Intermediate,1,Paid,4069.79,https://www.coursera.org/learn/data-structures-algorithms-2
Mastering UX & Business App Development with OOP,Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/mastering-ux-business-app-development-with-oop
Introduction to Fundamental Data Structures and Techniques,Computer Science,Algorithms,Intermediate,1,Paid,3948.72,https://www.coursera.org/learn/packt-introduction-to-fundamental-data-structures-and-techniques-9zdns
The Data Science of Health Informatics,Health,Health Informatics,Beginner,1,Paid,3752.49,https://www.coursera.org/learn/the-data-science-of-health-informatics
Deployment with Cloud Foundry: Blue-Green Strategy,Information Technology,Cloud Computing,Intermediate,1,Paid,4863.88,https://www.coursera.org/learn/cloud-foundry-blue-green-deployment-strategy
Smart Device & Mobile Emerging Technologies,Information Technology,Cloud Computing,Beginner,1,Paid,3426,https://www.coursera.org/learn/smart-device-mobile-emerging-technologies
Secure AI: API and Dependency Risks,Computer Science,Computer Security and Networks,Intermediate,1,Paid,4600.85,https://www.coursera.org/learn/secure-ai-api-and-dependency-risks
Adobe InDesign CC: Part 2,Computer Science,Design and Product,Beginner,1,Paid,3302.42,https://www.coursera.org/learn/adobe-indesign-cc-lo092024
Design Foundations in Adobe Illustrator,Computer Science,Design and Product,Beginner,1,Paid,3445.21,https://www.coursera.org/learn/design-foundations-in-adobe-illustrator
Optimize and Deploy Edge AI Models,Data Science,Machine Learning,Intermediate,1,Free,0,https://www.coursera.org/learn/optimize-and-deploy-edge-ai-models
How Self-Motivation Shapes Personal Success,Personal Development,Personal Development,Beginner,1,Paid,3157.14,https://www.coursera.org/learn/how-self-motivation-shapes-personal-success
Introduction to Technical Writing,Computer Science,Design and Product,Beginner,1,Paid,3169.66,https://www.coursera.org/learn/technical-writing-introduction
"Optimize Campaigns: Research, Refine, and Report Savings",Business,Marketing,Beginner,1,Paid,2965.08,https://www.coursera.org/learn/optimize-campaigns-research-refine-and-report-savings
Project Management: Acronyms to Trello Tasks,Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/project-management-acronyms-to-trello-tasks
Procurement: From Specs to POs,Business,Business Essentials,Beginner,1,Paid,3108.7,https://www.coursera.org/learn/procurement-from-specs-to-pos
"Web Security, Social Engineering & External Attacks",Computer Science,Computer Security and Networks,Intermediate,1,Paid,4377.07,https://www.coursera.org/learn/packt-web-security-social-engineering-external-attacks-5eje3
Styling & JavaScript Essentials,Computer Science,Mobile and Web Development,Beginner,1,Paid,3353.36,https://www.coursera.org/learn/packt-styling-javascript-essentials-ygtwk
Google Cloud SDK: Qwik Start - Redhat/Centos,Information Technology,Cloud Computing,Beginner,1,Paid,3095.34,https://www.coursera.org/learn/googlecloud-google-cloud-sdk-qwik-start-redhat-centos-u2ycf
Python Development with ChatGPT: Fullstack App Development,Computer Science,Mobile and Web Development,Intermediate,1,Free,0,https://www.coursera.org/learn/python-development-with-chatgpt-fullstack-app-development
Visualizing Filters of a CNN using TensorFlow,Data Science,Machine Learning,Intermediate,1,Paid,4128.24,https://www.coursera.org/learn/visualizing-filters-cnn-tensorflow
Introduction to Python and Google Colab Fundamentals,Computer Science,Software Development,Beginner,1,Paid,3552.09,https://www.coursera.org/learn/packt-introduction-to-python-and-google-colab-fundamentals-xpohv
Building No-code Apps using Amazon Honeycode,Information Technology,Cloud Computing,Beginner,1,Free,0,https://www.coursera.org/learn/building-no-code-apps-using-amazon-honeycode
Advanced Quantitative Statistics with Excel,Business,Business Essentials,Beginner,1,Paid,3447.72,https://www.coursera.org/learn/advanced-quantitative-statistics-with-excel
CISA Certified Information Systems Auditor: Unit 1,Information Technology,Security,Intermediate,1,Free,0,https://www.coursera.org/learn/pearson-cisa-certified-information-systems-auditor-pearson-cert-prep-video-sqvyg
Fundamentals of Machine Learning,Data Science,Machine Learning,Beginner,1,Paid,3499.48,https://www.coursera.org/learn/packt-fundamentals-of-machine-learning-r8w1q
Attracting and Sourcing Diverse Candidates,Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/attracting-and-sourcing-diverse-cadidates
Programming in C,Computer Science,Software Development,Intermediate,1,Paid,4852.19,https://www.coursera.org/learn/programming-c
Build Interactive Web Apps Using jQuery UI,Computer Science,Mobile and Web Development,Beginner,1,Paid,3201.39,https://www.coursera.org/learn/build-interactive-web-apps-using-jquery-ui
Use SharePoint & Power Virtual Agent to Create Smart Chatbot,Computer Science,Software Development,Intermediate,1,Free,0,https://www.coursera.org/learn/use-sharepoint-power-virtual-agent-create-smart-chatbot
Water Security & Stewardship,Physical Science and Engineering,Environmental Science and Sustainability,Beginner,1,Paid,3793.4,https://www.coursera.org/learn/water-security-stewardship
Beginner English: Places and Getting Around,Language Learning,Learning English,Beginner,1,Paid,3049.42,https://www.coursera.org/learn/beginner-english-places-getting-around
UiPath Orchestrator and Capstone Projects,Computer Science,Software Development,Beginner,1,Paid,3677.34,https://www.coursera.org/learn/uipath-orchestrator-and-capstone-projects
Azure Practical - Cognitive Services,Information Technology,Cloud Computing,Beginner,2,Free,0,https://www.coursera.org/learn/azure-practical---cognitive-services
Introduction to Religions & Ecology,Arts and Humanities,Philosophy,Beginner,2,Paid,3441.04,https://www.coursera.org/learn/intro-religions-ecology
Foundation to Multi-Cloud,Information Technology,Cloud Computing,Beginner,1,Paid,3321.63,https://www.coursera.org/learn/foundation-to-multi-cloud
"Agile Practices: Apply, Evaluate & Optimize from Mindset",Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/agile-practices-apply-evaluate-optimize-mindset
Oracle SQL Performance Tuning,Information Technology,Data Management,Intermediate,1,Paid,3892.77,https://www.coursera.org/learn/oracle-sql-performance
Strategic Career Planning in Technology-Based Roles,Computer Science,Software Development,Intermediate,1,Paid,4353.69,https://www.coursera.org/learn/strategic-career-planning-in-technology-based-roles
Target Lists with Segmentation,Business,Marketing,Beginner,1,Paid,2915.82,https://www.coursera.org/learn/target-lists-with-segmentation
Hands-on with AWS: Software Development Practices,Information Technology,Cloud Computing,Beginner,1,Free,0,https://www.coursera.org/learn/aws-software-dev
Gemini for Network Engineers - Bahasa Indonesia,Information Technology,Cloud Computing,Beginner,1,Paid,3849.35,https://www.coursera.org/learn/gemini-for-network-engineers-id
Hands-On Labs in Google Cloud for Networking Engineers,Information Technology,Networking,Intermediate,1,Paid,4357.86,https://www.coursera.org/learn/hands-on-labs-google-cloud-networking-engineer
Real-World Applications & Model Deployment in Java,Data Science,Machine Learning,Intermediate,1,Free,0,https://www.coursera.org/learn/real-world-applications--model-deployment-in-java
Writing your World: Finding yourself in the academic space,Language Learning,Learning English,Beginner,1,Paid,2793.91,https://www.coursera.org/learn/writing-your-world
Object Oriented Programming with C++,Computer Science,Software Development,Beginner,1,Paid,3656.46,https://www.coursera.org/learn/c-plus-plus-object-oriented-programming
Dashboard Customization with Jenkins: Track Health Metrics,Information Technology,Support and Operations,Intermediate,1,Paid,3828.48,https://www.coursera.org/learn/dashboard-customization-with-jenkins-track-health-metrics
Cloud Computing Primer: Infrastructure as a Service (IaaS),Information Technology,Cloud Computing,Beginner,1,Paid,2941.7,https://www.coursera.org/learn/codio-cloud-computing-primer-semi-tech-business-infrastructure-as-a-service-iaas
E-Business: Negocios Online,Business,Business Strategy,Beginner,1,Paid,3047.75,https://www.coursera.org/learn/e-business-negocios-online
NVIDIA: Fundamentals of Machine Learning,Information Technology,Cloud Computing,Intermediate,1,Paid,4509,https://www.coursera.org/learn/fundamentals-of-machine-learning
Learn Mandarin Chinese: Capstone Project,Language Learning,Other Languages,Beginner,1,Paid,3735.79,https://www.coursera.org/learn/learn-mandarin-project
Design A/B Tests for Financial Impact,Business,Finance,Beginner,1,Free,0,https://www.coursera.org/learn/design-ab-tests-for-financial-impact
Hiring and Onboarding Employees with ClickUp,Business,Leadership and Management,Intermediate,1,Free,0,https://www.coursera.org/learn/hiring-onboarding-employees-with-clickup
AI for Engineering: An Overview,Physical Science and Engineering,Mechanical Engineering,Beginner,1,Paid,3842.67,https://www.coursera.org/learn/ai-engineering-overview
Air Pollution – a Global Threat to our Health,Health,Public Health,Beginner,1,Paid,3799.25,https://www.coursera.org/learn/air-pollution-health-threat
Evaluate Collaboration Tools for Peak Performance,Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/evaluate-collaboration-tools-for-peak-performance
Manage and schedule content in Facebook Creator Studio,Computer Science,Design and Product,Beginner,1,Paid,3417.66,https://www.coursera.org/learn/manage-and-schedule-content-in-facebook-creator-studio
Computational Thinking for K-12 Educators: Nested If Statements and Compound Conditionals,Social Sciences,Education,Beginner,1,Paid,3613.88,https://www.coursera.org/learn/block-programming-k12-educators-nested-if-statement-compound-conditionals
Leading the Way: Becoming a Sustainability Change Agent,Business,Leadership and Management,Beginner,1,Paid,2792.24,https://www.coursera.org/learn/leading-the-way-becoming-a-sustainability-change-agent
Project Valuation and the Capital Budgeting Process,Business,Leadership and Management,Intermediate,1,Free,0,https://www.coursera.org/learn/project-valuation-and-the-capital-budgeting-process
Design a Client Welcome Kit using Canva,Business,Marketing,Advanced,1,Free,0,https://www.coursera.org/learn/design-a-client-welcome-kit-using-canva
"Web Dev: Optimization, Server Processing, and JavaScript",Computer Science,Mobile and Web Development,Beginner,1,Free,0,https://www.coursera.org/learn/web-dev-optimization-server-processing-javascript-lo094023
Supply Chain Excellence Capstone,Business,Leadership and Management,Advanced,1,Paid,6040.39,https://www.coursera.org/learn/supply-chain-excellence-capstone
GenAI for Code Migration Tasks Training,Data Science,Data Analysis,Beginner,1,Paid,3787.56,https://www.coursera.org/learn/genai-for-code-migration-tasks-training
Preparing for Your CertNexus Certification Exam,Personal Development,Personal Development,Beginner,1,Paid,3234.79,https://www.coursera.org/learn/preparing-for-your-certnexus-certification-exam
Google BigQuery for Data and ML Engineers,Data Science,Machine Learning,Intermediate,1,Paid,4235.96,https://www.coursera.org/learn/pearson-google-bigquery-for-data-and-ml-engineers-video-course-rbgah
TCP/IP and Advanced Topics,Computer Science,Computer Security and Networks,Beginner,1,Paid,3000.16,https://www.coursera.org/learn/tcp-ip-advanced
Chaos Engineering,Computer Science,Software Development,Beginner,1,Paid,3866.88,https://www.coursera.org/learn/chaos-engineering
Well Being & Self Care: for Physical and Mental Health,Health,Healthcare Management,Beginner,1,Paid,2854.86,https://www.coursera.org/learn/well-being-self-care-for-physical-and-mental-health
Entrepreneurship: Scaling & GTM Growth Strategy,Business,Entrepreneurship,Intermediate,1,Paid,4006.33,https://www.coursera.org/learn/entrepreneurship-scaling-and-gtm-growth-strategy
Python Project for Data Engineering,Information Technology,Data Management,Intermediate,1,Paid,4209.23,https://www.coursera.org/learn/python-project-for-data-engineering
Accessibility to the Scenic Arts,Arts and Humanities,Music and Art,Intermediate,1,Paid,4765.34,https://www.coursera.org/learn/accessibility-scenic-arts
A Practical Introduction to Test-Driven Development,Computer Science,Software Development,Intermediate,1,Paid,3668.99,https://www.coursera.org/learn/a-practical-introduction-to-test-driven-development
Confident Conversations About Race and Racism,Social Sciences,Governance and Society,Beginner,1,Paid,3826.8,https://www.coursera.org/learn/confident-conversations-about-race-and-racism
Speaking and Presenting: Pitches and Persuasion,Personal Development,Personal Development,Beginner,1,Paid,3028.54,https://www.coursera.org/learn/speaking-and-presenting-pitches-persuasion
Process SAR & Multispectral,Data Science,Data Analysis,Intermediate,1,Paid,4483.95,https://www.coursera.org/learn/process-sar-and-multispectral
Introduction to Generative AI for Software Development,Computer Science,Software Development,Beginner,1,Paid,3338.33,https://www.coursera.org/learn/introduction-to-generative-ai-for-software-development
Essential Tools For Application Development,Computer Science,Software Development,Beginner,1,Paid,3174.67,https://www.coursera.org/learn/essential-programming-tools
Introduction to Micro Electro Mechanical Systems (MEMS),Physical Science and Engineering,Electrical Engineering,Intermediate,1,Paid,3501.16,https://www.coursera.org/learn/introduction-to-micro-electro-mechanical-systems
Mathematics for Computer Science,Math and Logic,Math and Logic,Beginner,1,Paid,3104.53,https://www.coursera.org/learn/mathematics-for-computer-science
Queering Identities: LGBTQ+ Sexuality and Gender Identity,Social Sciences,Education,Beginner,1,Free,0,https://www.coursera.org/learn/queeringidentities
Set and Implement Goals,Business,Leadership and Management,Intermediate,1,Free,0,https://www.coursera.org/learn/set-and-implement-goals
Project Execution: Running the Project,Business,Leadership and Management,Beginner,1,Paid,3108.7,https://www.coursera.org/learn/project-execution-google
Capstone and Practice Exam (AZ-500),Information Technology,Cloud Computing,Intermediate,1,Paid,3842.67,https://www.coursera.org/learn/az-500-capstone-and-practice-exam
Climate Change and Water in Mountains: A Global Concern,Physical Science and Engineering,Environmental Science and Sustainability,Intermediate,1,Paid,4176.67,https://www.coursera.org/learn/climate-changes-mountains-water
AI Agents and Agentic AI Architecture in Python,Data Science,Machine Learning,Beginner,1,Free,0,https://www.coursera.org/learn/ai-agents-architecture-python
Engineering Practices for Building Quality Software,Computer Science,Software Development,Intermediate,1,Paid,4537.39,https://www.coursera.org/learn/engineering-practices-secure-software-quality
AI Infrastructure and Operations Fundamentals,Data Science,Machine Learning,Beginner,1,Paid,3238.13,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Boost Your Productivity with GitHub Copilot,Computer Science,Software Development,Beginner,1,Paid,3596.34,https://www.coursera.org/learn/introduction-to-github-copilot
Test-Driven Development in .NET Core - The Handbook,Computer Science,Software Development,Intermediate,1,Paid,4463.08,https://www.coursera.org/learn/packt-test-driven-development-in-net-core-the-handbook-hljqf
Linux Basics: The Command Line Interface - 6,Computer Science,Software Development,Beginner,1,Paid,3592.17,https://www.coursera.org/learn/linux-basics-the-command-line-interface
Logic and Reasoning for Computing,Computer Science,Algorithms,Intermediate,1,Paid,3906.13,https://www.coursera.org/learn/logic-and-reasoning-for-computing
Entrepreneurship: Financial Literacy & Fundraising Readiness,Business,Entrepreneurship,Advanced,1,Paid,5645.44,https://www.coursera.org/learn/entrepreneurship-financial-literacy-and-fundraising-readiness
Spatial Data Science and Applications,Data Science,Data Analysis,Intermediate,1,Paid,4737.79,https://www.coursera.org/learn/spatial-data-science
Hardware Description Languages for FPGA Design,Physical Science and Engineering,Electrical Engineering,Intermediate,1,Paid,4812.94,https://www.coursera.org/learn/fpga-hardware-description-languages
Bitbucket Pipelines for CI/CD Automation,Computer Science,Software Development,Intermediate,1,Paid,3904.46,https://www.coursera.org/learn/bitbucket-pipelines-for-cicd-automation
How to Optimize Your Instagram Account,Business,Marketing,Beginner,1,Free,0,https://www.coursera.org/learn/how-to-optimize-your-instagram-account
Create a Facebook Shop in Commerce Manager,Business,Marketing,Beginner,1,Free,0,https://www.coursera.org/learn/create-facebook-shop-commerce-manager
How to Use The IFE-EFE Matrix for Strategic Analysis,Business,Business Strategy,Intermediate,1,Paid,4844.67,https://www.coursera.org/learn/how-to-use-the-ife-efe-matrix-for-strategic-analysis
Navigating Generative AI: A CEO Playbook,Data Science,Machine Learning,Beginner,1,Paid,3319.96,https://www.coursera.org/learn/navigating-generative-ai-ceo-playbook-v2
Microsoft Project 2019–2024/365: Part 1,Business,Business Essentials,Beginner,1,Free,0,https://www.coursera.org/learn/microsoft-project-2019-2024-365-lo091098
Graphs and Networks,Math and Logic,Math and Logic,Intermediate,2,Paid,4658.46,https://www.coursera.org/learn/odc-graphs-and-networks
Data Analytics in Excel Using Real-World Examples,Data Science,Data Analysis,Intermediate,1,Paid,4375.4,https://www.coursera.org/learn/packt-data-analytics-in-excel-using-real-world-examples-slkgm
Analyze Digital Banking and Fintech Transformation,Business,Finance,Beginner,1,Paid,3290.73,https://www.coursera.org/learn/analyze-digital-banking-and-fintech-transformation
Cyber Security: Essentials for Managers and Leaders,Computer Science,Computer Security and Networks,Beginner,1,Paid,3434.36,https://www.coursera.org/learn/cyber-security-essentials-managers-leaders
Analyze AI to Amplify Brand Success,Business,Marketing,Beginner,1,Paid,3091.17,https://www.coursera.org/learn/analyze-ai-to-amplify-brand-success
Preparing for your Cloud Database Engineer Journey,Information Technology,Cloud Computing,Advanced,1,Paid,5612.04,https://www.coursera.org/learn/preparing-for-your-professional-cloud-database-engineer-journey
Cost Optimization and Data Tiering with BigLake and Cloud Storage,Information Technology,Cloud Computing,Beginner,1,Paid,2872.4,https://www.coursera.org/learn/googlecloud-cost-optimization-and-data-tiering-with-biglake-and-cloud-stor-ix17o
Public Health Approaches to Abortion,Health,Public Health,Beginner,2,Paid,4103.19,https://www.coursera.org/learn/public-health-approaches-to-abortion
Qualitative Research Methods,Social Sciences,Governance and Society,Intermediate,2,Paid,4455.56,https://www.coursera.org/learn/qualitative-methods
Master Mutual Fund Investing & Analysis,Business,Finance,Beginner,1,Paid,3443.54,https://www.coursera.org/learn/master-mutual-fund-investing-analysis
Probability Foundations for Data Science and AI,Data Science,Probability and Statistics,Intermediate,2,Paid,4134.08,https://www.coursera.org/learn/probability-theory-foundation-for-data-science
Manage Challenges with Resilience,Business,Leadership and Management,Intermediate,1,Paid,3995.48,https://www.coursera.org/learn/manage-challenges-with-resilience
"Mobile App Notifications, Databases, & Publishing",Computer Science,Mobile and Web Development,Intermediate,1,Free,0,https://www.coursera.org/learn/mobile-app-notifications-databases-publishing
Sales Training: Inbound Business Strategy,Business,Business Strategy,Beginner,1,Paid,3217.26,https://www.coursera.org/learn/inbound-business-strategy
Introduction to AutoSAR,Computer Science,Software Development,Beginner,1,Paid,3083.66,https://www.coursera.org/learn/introduction-to-autosar
Professional Skills: Applied Empathy,Business,Business Essentials,Beginner,1,Paid,3108.7,https://www.coursera.org/learn/applied-empathy
Getting Started with SAS Programming,Data Science,Data Analysis,Beginner,1,Free,0,https://www.coursera.org/learn/sas-programming-basics
Build AI Agents using MCP,Computer Science,Software Development,Intermediate,1,Paid,3568.79,https://www.coursera.org/learn/build-ai-agents-using-mcp
Security Essentials for Modern Developers,Computer Science,Software Development,Advanced,1,Free,0,https://www.coursera.org/learn/security-essentials-for-modern-developers
Introduction to Grafana Mimir for Scalable Metrics,Information Technology,Support and Operations,Intermediate,1,Paid,4020.52,https://www.coursera.org/learn/scale-metrics-with-grafana-mimir
Hybrid Project Plans and Changes,Business,Leadership and Management,Beginner,1,Paid,3679.84,https://www.coursera.org/learn/hybrid-project-plans-and-changes
Data Storytelling with Power BI,Information Technology,Data Management,Intermediate,1,Paid,4428,https://www.coursera.org/learn/data-storytelling-with-power-bi
Building and Optimizing AI Agent Workflows,Computer Science,Design and Product,Intermediate,1,Paid,4846.34,https://www.coursera.org/learn/building-and-optimizing-ai-agent-workflows-1
Practical Cybersecurity Fundamentals: Unit 1,Information Technology,Security,Beginner,1,Paid,3738.3,https://www.coursera.org/learn/pearson-practical-cybersecurity-fundamentals-video-course-1-z2yv0
Ansible and Ansible-Playbooks for Automation,Information Technology,Support and Operations,Intermediate,1,Free,0,https://www.coursera.org/learn/packt-ansible-and-ansible-playbooks-for-automation-t9h7v
ITIL 4 Awareness,Information Technology,Support and Operations,Beginner,1,Paid,2770.53,https://www.coursera.org/learn/itil-4-awareness-lo093062
Data Structures & Algos: Software Development Skills,Computer Science,Algorithms,Beginner,1,Paid,3655.63,https://www.coursera.org/learn/data-structures--algos-software-development-skills
Power BI: Data Visualization and Analysis,Data Science,Data Analysis,Intermediate,1,Paid,4173.33,https://www.coursera.org/learn/power-bi-data-visualization-essentials
The Beginner’s Guide to Business Negotiation,Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/the-beginners-guide-to-business-negotiation
Tools and Techniques for Managing Stress,Business,Leadership and Management,Beginner,1,Paid,2992.64,https://www.coursera.org/learn/tools-and-techniques-for-managing-stress
Teaching Infographics with Genially,Social Sciences,Education,Beginner,1,Paid,2933.36,https://www.coursera.org/learn/teaching-infographics-with-genially
Getting started with Flutter Development,Information Technology,Cloud Computing,Beginner,1,Paid,2775.54,https://www.coursera.org/learn/googlecloud-getting-started-with-flutter-development-guo1q
"Employee Relations, Safety, and Compliance",Business,Leadership and Management,Beginner,1,Free,0,https://www.coursera.org/learn/aphri-employee-relations-safety-and-compliance
What does it mean to identify as Transgender or Gender Non-Conforming (TGNC)?,Personal Development,Personal Development,Beginner,1,Free,0,https://www.coursera.org/learn/tgnc-gender-identity-social-change
How to Build a BI Dashboard Using Google Looker Studio and BigQuery,Information Technology,Data Management,Intermediate,1,Free,0,https://www.coursera.org/learn/googlecloud-how-to-build-a-bi-dashboard-using-google-data-studio-and-bigqu-cfi1a
Data Processing and Manipulation,Data Science,Data Analysis,Intermediate,1,Free,0,https://www.coursera.org/learn/data-processing-and-manipulation
